BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge_rescaled,GFABuildingNormalised,GFAParkingNormalised,GFAPerBuilding,GFAPerFloor,Electricity_ratio,Natural_gas_ratio,SteamUse_ratio
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,3.0,62000.0,81.0,1799664.125,82.34,60,1.0,0.0,62000.0,20666.667,0.15945,0.84055,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,23600.0,82.0,776248.6875,5.41,30,1.0,0.0,23600.0,11800.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,40067.0,43.0,2303732.75,16.06,25,1.0,0.0,40067.0,13355.667,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,26419.0,67.0,1074989.0,7.49,20,0.73799,0.26201,26419.0,8806.333,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,25262.0,54.0,1469556.25,23.85,30,1.0,0.0,25262.0,8420.667,0.79934,0.20066,0.0
NonResidential,Other,LAKE UNION,0.0,3.0,53103.0,,4877959.0,38.12,15,1.0,0.0,46261.5,17701.0,0.98174,0.01826,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,34106.0,57.0,1619177.125,11.29,30,1.0,0.0,34106.0,11368.667,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,34545.0,29.0,2313978.75,16.13,30,1.0,0.0,34545.0,11515.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,70296.0,86.0,2782066.5,19.39,30,1.0,0.0,70296.0,23432.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,27838.0,77.0,1217509.125,8.49,105,1.0,0.0,27838.0,6959.5,1.0,0.0,0.0
NonResidential,Distribution Center,DELRIDGE,2.0,2.0,28368.0,,1856230.625,30.02,40,1.0,0.0,14184.0,14184.0,0.80062,0.19938,0.0
NonResidential,Other,NORTHWEST,1.0,2.0,92080.0,,5155090.5,127.1,45,1.0,0.0,92080.0,46040.0,0.61674,0.38326,0.0
NonResidential,Other,NORTHWEST,1.0,1.0,20236.0,,1965182.25,49.58,50,1.0,0.0,20236.0,20236.0,0.60423,0.39577,0.0
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,2.0,39815.0,62.0,2050600.75,40.22,60,1.0,0.0,39815.0,19907.5,0.72604,0.27396,0.0
Nonresidential COS,Other,NORTHWEST,1.0,4.0,25557.0,,2280352.5,15.9,40,1.0,0.0,25557.0,6389.25,1.0,0.0,0.0
Nonresidential COS,Other,NORTHWEST,1.0,2.0,26994.0,,3076813.25,122.73,50,1.0,0.0,26994.0,13497.0,0.28655,0.71345,0.0
NonResidential,Warehouse,NORTHWEST,1.0,1.0,48112.0,73.0,1485945.875,10.36,35,1.0,0.0,48112.0,48112.0,1.0,0.0,0.0
NonResidential,Other,NORTHWEST,1.0,1.0,20909.0,,1208029.25,32.86,0,1.0,0.0,20909.0,20909.0,0.56158,0.43841,0.0
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,2.0,42793.0,27.0,1772188.5,12.35,10,0.614,0.386,42793.0,21396.5,1.0,0.0,0.0
NonResidential,Other,NORTHWEST,1.0,2.0,45000.0,,5912066.0,176.79,0,1.0,0.0,45000.0,22500.0,0.50298,0.49702,0.0
NonResidential,Retail Store,NORTHWEST,1.0,1.0,26115.0,43.0,1689372.625,36.74,10,1.0,0.0,26115.0,26115.0,0.67975,0.32025,0.0
NonResidential,Worship Facility,NORTHEAST,1.0,1.0,26033.0,78.0,1149140.25,45.33,60,1.0,0.0,26033.0,26033.0,0.29615,0.70385,0.0
NonResidential,K-12 School,MAGNOLIA / QUEEN ANNE,1.0,4.0,48660.0,82.0,1881516.125,61.98,0,1.0,0.0,48660.0,12165.0,0.43715,0.56285,0.0
NonResidential,Senior Care Community,MAGNOLIA / QUEEN ANNE,1.0,2.0,46539.0,73.0,5400049.5,180.38,40,1.0,0.0,46539.0,23269.5,0.42714,0.57286,0.0
NonResidential,Residence Hall,DOWNTOWN,1.0,4.0,29796.0,47.0,2233262.0,79.58,100,1.0,0.0,29796.0,7449.0,0.37873,0.62127,0.0
NonResidential,Retail Store,DOWNTOWN,1.0,2.0,26400.0,36.0,983595.875,17.12,90,1.0,0.0,26400.0,13200.0,0.77386,0.22614,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,38148.0,98.0,1262255.75,8.8,90,1.0,0.0,38148.0,12716.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,2.0,28800.0,,456953.0,12.77,80,1.0,0.0,28800.0,14400.0,0.54559,0.45441,0.0
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,5.0,31945.0,4.0,1806468.0,12.59,55,1.0,0.0,31945.0,6389.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,85963.0,43.0,4480961.0,31.24,25,0.61547,0.38453,85963.0,17192.6,1.0,0.0,0.0
NonResidential,Retail Store,DOWNTOWN,1.0,4.0,34680.0,92.0,1169948.875,26.38,110,1.0,0.0,34680.0,8670.0,0.66241,0.33759,0.0
NonResidential,Worship Facility,DOWNTOWN,1.0,3.0,75058.0,24.0,5587347.0,247.97,40,0.54022,0.45978,75058.0,25019.333,0.1892,0.8108,0.0
NonResidential,Retail Store,DOWNTOWN,1.0,1.0,36504.0,2.0,2100982.75,20.76,95,1.0,0.0,36504.0,36504.0,0.93694,0.06306,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,35200.0,8.0,2998208.25,20.9,100,1.0,0.0,35200.0,5866.667,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,35840.0,83.0,1538750.625,48.35,100,1.0,0.0,35840.0,7168.0,0.47002,0.52998,0.0
NonResidential,Other,DOWNTOWN,1.0,2.0,25920.0,60.0,1333432.125,9.3,70,1.0,0.0,25920.0,12960.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,30525.0,17.0,2883139.0,73.61,80,1.0,0.0,30525.0,7631.25,0.73569,0.0,0.26431
NonResidential,Other,EAST,1.0,4.0,49243.0,,8476183.0,101.34,45,1.0,0.0,49243.0,12310.75,0.89198,0.10802,0.0
NonResidential,Other,EAST,0.0,3.0,20411.0,,2014475.875,71.23,95,1.0,0.0,46261.5,6803.667,0.38469,0.61531,0.0
NonResidential,Medical Office,EAST,1.0,2.0,30855.0,2.0,2946756.25,85.55,45,0.66667,0.33333,30855.0,15427.5,0.52186,0.47814,0.0
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,73549.0,90.0,2828950.5,107.45,100,1.0,0.0,73549.0,24516.333,0.32789,0.67211,0.0
NonResidential,Other,EAST,1.0,5.0,45780.0,,10834087.0,462.4,20,0.75098,0.24902,45780.0,9156.0,0.4897,0.0051,0.5052
NonResidential,Medical Office,EAST,0.0,3.0,39115.0,42.0,3735308.5,60.04,45,1.0,0.0,46261.5,13038.333,0.8027,0.1973,0.0
NonResidential,Other,EAST,1.0,3.0,38038.0,,1107290.625,55.61,95,1.0,0.0,38038.0,12679.333,0.38404,0.0,0.61596
NonResidential,Worship Facility,EAST,1.0,3.0,37796.0,55.0,2465983.5,123.41,45,1.0,0.0,37796.0,12598.667,0.35841,0.08217,0.55942
Nonresidential COS,Small- and Mid-Sized Office,Ballard,1.0,1.0,27744.0,,5355753.0,37.34,15,1.0,0.0,27744.0,27744.0,1.0,0.0,0.0
NonResidential,Warehouse,BALLARD,1.0,1.0,36444.0,80.0,161311.0938,1.12,50,1.0,0.0,36444.0,36444.0,1.0,0.0,0.0
NonResidential,Warehouse,BALLARD,1.0,1.0,27553.0,63.0,966677.125,31.61,60,1.0,0.0,27553.0,27553.0,0.44233,0.55767,0.0
NonResidential,Distribution Center,BALLARD,3.0,1.0,57310.0,,1253745.5,34.87,60,1.0,0.0,19103.333,57310.0,0.54828,0.45172,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,2.0,25920.0,,989079.5,16.57,90,1.0,0.0,25920.0,12960.0,0.78793,0.21207,0.0
NonResidential,Restaurant,LAKE UNION,1.0,3.0,40686.0,,2106073.5,73.0,90,1.0,0.0,40686.0,13562.0,0.39981,0.60019,0.0
NonResidential,Retail Store,LAKE UNION,1.0,2.0,45271.0,57.0,2553763.5,82.72,45,1.0,0.0,45271.0,22635.5,0.44908,0.55092,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,28380.0,62.0,1372213.375,35.77,90,0.57082,0.42918,28380.0,9460.0,0.58614,0.41386,0.0
NonResidential,Large Office,LAKE UNION,1.0,5.0,508160.0,77.0,28053172.0,487.53,0,1.0,0.0,508160.0,101632.0,0.77443,0.22557,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,26176.0,95.0,966907.375,32.09,85,1.0,0.0,26176.0,8725.333,0.43182,0.56818,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,1.0,37740.0,1.0,7442314.5,73.48,85,1.0,0.0,37740.0,37740.0,0.9371,0.0629,0.0
Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,26000.0,,5277482.5,184.09,50,1.0,0.0,26000.0,26000.0,0.6025,0.0,0.3975
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,3.0,23241.0,66.0,739210.5,20.64,0,1.0,0.0,23241.0,7747.0,0.5458,0.4542,0.0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,155795.0,,17673018.0,255.83,45,1.0,0.0,155795.0,155795.0,0.83735,0.16265,0.0
Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,21018.0,,1761137.5,24.62,5,1.0,0.0,21018.0,21018.0,0.90019,0.0,0.09981
Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,30533.0,,5903015.0,192.12,10,1.0,0.0,30533.0,30533.0,0.44569,0.55431,0.0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,33971.0,,17686444.0,523.95,50,1.0,0.0,33971.0,16985.5,0.50902,0.49098,0.0
Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,40600.0,,2485521.0,41.06,15,1.0,0.0,40600.0,20300.0,0.60732,0.15069,0.05548
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,38038.0,84.0,2003807.75,13.97,10,1.0,0.0,38038.0,9509.5,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,64596.0,92.0,2524228.25,77.8,0,0.61923,0.38077,64596.0,16149.0,0.48311,0.51689,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,41466.0,1.0,9190442.0,234.03,80,0.85381,0.14619,41466.0,13822.0,0.59918,0.40082,0.0
NonResidential,Large Office,LAKE UNION,1.0,6.0,130710.0,92.0,7429423.0,86.51,0,0.22883,0.77117,130710.0,21785.0,0.89873,0.10127,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,35780.0,77.0,1912760.75,13.33,85,1.0,0.0,35780.0,8945.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,4.0,25132.0,41.0,564754.1875,3.94,45,0.70922,0.29078,25132.0,6283.0,1.0,0.0,0.0
Nonresidential COS,Other,DOWNTOWN,1.0,1.0,49680.0,,2844685.0,119.34,45,1.0,0.0,49680.0,49680.0,0.46054,0.0,0.50189
Nonresidential COS,Other,DOWNTOWN,1.0,1.0,36314.0,,1832808.75,44.33,45,1.0,0.0,36314.0,36314.0,0.60586,0.21365,0.11166
NonResidential,Other,DOWNTOWN,1.0,2.0,25920.0,,1257774.625,8.77,95,1.0,0.0,25920.0,12960.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,47686.0,72.0,2071670.25,77.48,90,1.0,0.0,47686.0,11921.5,0.56668,0.0,0.43332
Campus,Mixed Use Property,DOWNTOWN,1.0,2.0,49280.0,,5437110.5,98.28,110,1.0,0.0,49280.0,24640.0,0.75932,0.24068,0.0
Campus,Restaurant,DOWNTOWN,1.0,2.0,25380.0,,6901554.0,218.79,95,1.0,0.0,25380.0,12690.0,0.46399,0.53601,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,40715.0,,2827772.75,44.89,95,1.0,0.0,40715.0,6785.833,0.80705,0.19295,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,4.0,82065.0,91.0,1717130.875,11.97,20,0.57595,0.42405,82065.0,20516.25,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,36160.0,47.0,1862176.875,12.98,100,1.0,0.0,36160.0,9040.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,1.0,34617.0,,5136604.5,143.34,90,1.0,0.0,34617.0,34617.0,0.54627,0.45373,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,66900.0,100.0,1634178.25,14.13,100,1.0,0.0,66900.0,13380.0,0.96374,0.03626,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,3.0,29340.0,,2160420.0,75.99,100,1.0,0.0,29340.0,9780.0,0.38874,0.61126,0.0
NonResidential,Other,DOWNTOWN,0.0,2.0,22710.0,,287763.5,2.01,80,1.0,0.0,46261.5,11355.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,50499.0,13.0,3205182.5,22.46,10,0.73188,0.26812,50499.0,16833.0,0.99925,0.00075,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,5.0,54465.0,68.0,3600571.25,41.22,45,0.82365,0.17635,54465.0,10893.0,0.90297,0.09703,0.0
NonResidential,K-12 School,EAST,1.0,2.0,45960.0,56.0,4167253.75,182.81,80,1.0,0.0,45960.0,22980.0,0.20028,0.79972,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,2.0,21128.0,97.0,436604.0938,3.04,50,1.0,0.0,21128.0,10564.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,4.0,274442.0,,9155568.0,220.26,0,1.0,0.0,274442.0,68610.5,0.62967,0.37033,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,51552.0,,1539066.375,10.73,0,1.0,0.0,51552.0,17184.0,1.0,0.0,0.0
NonResidential,Hotel,LAKE UNION,1.0,4.0,38520.0,37.0,2804534.0,75.25,50,1.0,0.0,38520.0,9630.0,0.56953,0.43047,0.0
NonResidential,Hotel,LAKE UNION,1.0,3.0,29186.0,95.0,867184.375,30.22,50,0.85418,0.14582,29186.0,9728.667,0.3958,0.6042,0.0
NonResidential,Worship Facility,LAKE UNION,1.0,1.0,27338.0,56.0,581289.0,4.05,50,1.0,0.0,27338.0,27338.0,1.0,0.0,0.0
NonResidential,Other,EAST,1.0,2.0,85750.0,,2045592.0,77.76,10,0.23452,0.76548,85750.0,42875.0,0.32725,0.67275,0.0
NonResidential,Laboratory,MAGNOLIA / QUEEN ANNE,1.0,2.0,34416.0,,12015936.0,422.45,45,1.0,0.0,34416.0,17208.0,0.3891,0.6109,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,45864.0,94.0,2590622.0,115.43,80,1.0,0.0,45864.0,15288.0,0.18542,0.81458,0.0
NonResidential,K-12 School,NORTHWEST,1.0,2.0,49252.0,23.0,3485865.5,104.91,10,1.0,0.0,49252.0,24626.0,0.4988,0.5012,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,33176.0,89.0,1426279.5,35.96,20,1.0,0.0,33176.0,11058.667,0.60468,0.39532,0.0
NonResidential,Retail Store,LAKE UNION,1.0,3.0,25194.0,,1878742.875,55.95,15,0.8506,0.1494,25194.0,8398.0,0.50567,0.49433,0.0
NonResidential,Worship Facility,GREATER DUWAMISH,1.0,99.0,21948.0,80.0,326001.1875,2.27,30,1.0,0.0,21948.0,221.697,1.0,0.0,0.0
NonResidential,Other,EAST,1.0,3.0,31191.0,,5876439.0,167.98,80,1.0,0.0,31191.0,10397.0,0.53156,0.46844,0.0
NonResidential,Other,NORTH,1.0,1.0,37377.0,,3040978.0,111.73,60,1.0,0.0,37377.0,37377.0,0.35477,0.64523,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,29380.0,33.0,856088.625,5.97,30,1.0,0.0,29380.0,29380.0,1.0,0.0,0.0
NonResidential,Worship Facility,EAST,1.0,2.0,22688.0,87.0,331675.0,7.07,85,1.0,0.0,22688.0,11344.0,0.68931,0.31069,0.0
NonResidential,Other,SOUTHEAST,1.0,2.0,22364.0,,1467029.75,54.44,45,1.0,0.0,22364.0,11182.0,0.34687,0.65313,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,41262.0,84.0,1903455.875,13.27,25,1.0,0.0,41262.0,20631.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,2.0,43183.0,,7408342.0,92.45,55,1.0,0.0,43183.0,21591.5,0.88061,0.11939,0.0
NonResidential,Worship Facility,NORTH,1.0,3.0,45680.0,79.0,2077039.375,86.81,100,1.0,0.0,45680.0,15226.667,0.24523,0.75477,0.0
NonResidential,Senior Care Community,LAKE UNION,1.0,14.0,724148.0,8.0,37797084.0,913.07,5,1.0,0.0,724148.0,51724.857,0.62752,0.37248,0.0
NonResidential,Worship Facility,SOUTHWEST,1.0,1.0,23562.0,96.0,531737.1875,3.71,50,1.0,0.0,23562.0,23562.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,Ballard,1.0,4.0,28844.0,,910718.6875,6.35,10,1.0,0.0,28844.0,7211.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,21101.0,,675772.875,27.97,20,1.0,0.0,21101.0,21101.0,0.2541,0.7459,0.0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,2.0,45594.0,75.0,1351267.875,9.42,95,1.0,0.0,45594.0,22797.0,1.0,0.0,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,26660.0,,2241280.5,15.62,60,1.0,0.0,26660.0,26660.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,28126.0,44.0,870625.8125,18.63,35,1.0,0.0,28126.0,28126.0,0.68729,0.31271,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,35000.0,53.0,378714.4063,2.64,45,1.0,0.0,35000.0,35000.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,26150.0,6.0,1208407.625,26.55,45,1.0,0.0,26150.0,26150.0,0.67486,0.32514,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,24000.0,73.0,1088556.25,7.59,40,1.0,0.0,24000.0,12000.0,1.0,0.0,0.0
NonResidential,K-12 School,EAST,1.0,5.0,43594.0,38.0,2478045.5,73.26,40,1.0,0.0,43594.0,8718.8,0.51037,0.48962,0.0
NonResidential,Distribution Center,LAKE UNION,1.0,1.0,28080.0,,794724.625,18.54,95,1.0,0.0,28080.0,28080.0,0.64552,0.35448,0.0
NonResidential,Senior Care Community,NORTHWEST,1.0,2.0,51298.0,85.0,5655578.0,203.73,55,1.0,0.0,51298.0,25649.0,0.37036,0.62964,0.0
NonResidential,Worship Facility,NORTHWEST,1.0,1.0,22047.0,100.0,265774.9063,1.85,45,1.0,0.0,22047.0,22047.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,31600.0,3.0,3363535.5,103.28,30,1.0,0.0,31600.0,31600.0,0.48559,0.51441,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,35289.0,63.0,876425.0,23.9,0,1.0,0.0,35289.0,35289.0,0.56003,0.43997,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,28920.0,50.0,1750419.0,80.09,30,1.0,0.0,28920.0,28920.0,0.15942,0.84058,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,22176.0,60.0,736428.625,32.77,30,1.0,0.0,22176.0,22176.0,0.18667,0.81333,0.0
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,3.0,39927.0,38.0,3568419.5,24.88,35,1.0,0.0,39927.0,13309.0,1.0,0.0,0.0
NonResidential,Other,NORTH,1.0,1.0,30610.0,,4294550.0,135.81,30,1.0,0.0,30610.0,30610.0,0.4657,0.5343,0.0
NonResidential,Medical Office,NORTH,1.0,2.0,26930.0,64.0,1002995.0,6.99,30,0.7642,0.2358,26930.0,13465.0,1.0,0.0,0.0
NonResidential,Medical Office,NORTH,1.0,2.0,38745.0,76.0,2890379.0,49.62,40,1.0,0.0,38745.0,19372.5,0.77899,0.22101,0.0
NonResidential,Self-Storage Facility,NORTHEAST,1.0,2.0,20296.0,,855665.125,5.97,50,1.0,0.0,20296.0,10148.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,NORTHEAST,1.0,2.0,22135.0,,1261634.5,27.41,65,1.0,0.0,22135.0,11067.5,0.68015,0.31985,0.0
NonResidential,Medical Office,NORTHEAST,1.0,3.0,38378.0,86.0,1645605.125,53.73,40,1.0,0.0,38378.0,12792.667,0.44337,0.55663,0.0
NonResidential,Warehouse,NORTHEAST,1.0,2.0,33576.0,64.0,1275231.75,49.73,30,1.0,0.0,33576.0,16788.0,0.30592,0.69408,0.0
NonResidential,Supermarket / Grocery Store,NORTHEAST,1.0,1.0,33005.0,21.0,10642754.0,225.67,35,1.0,0.0,33005.0,33005.0,0.69152,0.30848,0.0
NonResidential,Other,EAST,1.0,1.0,20971.0,,729397.1875,5.08,30,1.0,0.0,20971.0,20971.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,23910.0,,873577.3125,15.11,80,1.0,0.0,23910.0,7970.0,0.77631,0.22369,0.0
NonResidential,Worship Facility,BALLARD,1.0,2.0,21765.0,80.0,431390.4063,17.38,100,1.0,0.0,21765.0,10882.5,0.27799,0.72201,0.0
Campus,University,EAST,1.0,2.0,2200000.0,,114648520.0,3243.48,70,1.0,0.0,2200000.0,1100000.0,0.53793,0.46207,0.0
NonResidential,Worship Facility,CENTRAL,1.0,2.0,26560.0,1.0,1751483.875,64.88,110,1.0,0.0,26560.0,13280.0,0.34827,0.65173,0.0
NonResidential,Warehouse,LAKE UNION,1.0,2.0,20140.0,49.0,116486.6016,0.81,50,1.0,0.0,20140.0,10070.0,1.0,0.0,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1.0,2.0,38845.0,82.0,6917280.0,215.56,15,1.0,0.0,38845.0,19422.5,0.4757,0.5243,0.0
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1.0,1.0,26092.0,40.0,7619445.0,173.75,55,1.0,0.0,26092.0,26092.0,0.65687,0.34313,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,25500.0,98.0,1213869.75,55.3,40,1.0,0.0,25500.0,25500.0,0.16373,0.83627,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,41895.0,,1242311.5,25.09,50,1.0,0.0,41895.0,41895.0,0.71337,0.28663,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1.0,2.0,56193.0,,2497942.75,46.9,50,1.0,0.0,56193.0,28096.5,0.74419,0.25581,0.0
NonResidential,K-12 School,BALLARD,1.0,3.0,35448.0,97.0,1379932.5,60.34,85,1.0,0.0,35448.0,11816.0,0.20331,0.79669,0.0
NonResidential,Supermarket / Grocery Store,BALLARD,1.0,1.0,29214.0,8.0,9336239.0,208.53,45,1.0,0.0,29214.0,29214.0,0.667,0.333,0.0
NonResidential,Supermarket / Grocery Store,BALLARD,1.0,1.0,89103.0,34.0,14029480.0,384.85,10,0.51702,0.48298,89103.0,89103.0,0.55654,0.44346,0.0
NonResidential,Other,BALLARD,1.0,1.0,32000.0,,1331122.125,45.38,50,1.0,0.0,32000.0,32000.0,0.41216,0.58784,0.0
NonResidential,Mixed Use Property,BALLARD,1.0,2.0,31140.0,,935580.3125,38.86,100,1.0,0.0,31140.0,15570.0,0.25077,0.74923,0.0
NonResidential,Warehouse,BALLARD,1.0,3.0,41478.0,3.0,3035962.25,78.22,35,1.0,0.0,41478.0,13826.0,0.59269,0.40731,0.0
NonResidential,Warehouse,BALLARD,1.0,1.0,39840.0,2.0,752104.0,5.24,30,1.0,0.0,39840.0,39840.0,1.0,0.0,0.0
Nonresidential COS,Other,BALLARD,1.0,1.0,30576.0,,1533245.75,38.52,5,0.49058,0.50942,30576.0,30576.0,0.60658,0.39342,0.0
NonResidential,Other,BALLARD,1.0,2.0,21528.0,,306911.0938,6.61,85,1.0,0.0,21528.0,10764.0,0.68396,0.31604,0.0
NonResidential,Other,BALLARD,1.0,2.0,30000.0,,1094940.75,13.14,80,1.0,0.0,30000.0,15000.0,0.89097,0.10903,0.0
NonResidential,Other,BALLARD,1.0,2.0,30087.0,,5274642.0,36.77,65,1.0,0.0,30087.0,15043.5,1.0,0.0,0.0
NonResidential,Worship Facility,BALLARD,1.0,1.0,40445.0,92.0,786253.6875,29.24,35,1.0,0.0,40445.0,40445.0,0.34495,0.65505,0.0
NonResidential,Retail Store,BALLARD,1.0,1.0,23500.0,53.0,1137967.5,13.29,15,1.0,0.0,23500.0,23500.0,0.89799,0.10201,0.0
NonResidential,Retail Store,Ballard,1.0,1.0,22420.0,82.0,1404253.75,31.79,40,1.0,0.0,22420.0,22420.0,0.66044,0.33956,0.0
NonResidential,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1.0,1.0,25842.0,35.0,8518313.0,237.54,50,1.0,0.0,25842.0,25842.0,0.5467,0.4533,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,26389.0,,1208035.375,8.42,15,1.0,0.0,26389.0,8796.333,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,25859.0,88.0,858780.625,14.9,25,1.0,0.0,25859.0,8619.667,0.77518,0.22482,0.0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1.0,1.0,25600.0,1.0,1730600.625,34.26,35,1.0,0.0,25600.0,25600.0,0.72207,0.27793,0.0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,23169.0,,222255.9063,1.55,45,1.0,0.0,23169.0,23169.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,41784.0,89.0,1294615.25,9.03,0,0.79899,0.20101,41784.0,10446.0,1.0,0.0,0.0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1.0,1.0,56884.0,71.0,1388345.125,37.49,50,1.0,0.0,56884.0,56884.0,0.56576,0.43424,0.0
