BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge_rescaled,GFABuildingNormalised,GFAParkingNormalised,GFAPerBuilding,GFAPerFloor,Electricity_ratio,Natural_gas_ratio,SteamUse_ratio
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,10.0,63409.0,90.0,3444270.0,170.51,85,0.87767,0.12233,63409.0,6340.9,0.39423,0.0,0.60577
NonResidential,Large Office,DOWNTOWN,1.0,17.0,204790.0,91.0,7739699.0,100.26,80,0.85351,0.14649,204790.0,12046.471,0.87033,0.12967,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,73399.0,61.0,3757006.0,26.19,95,1.0,0.0,73399.0,14679.8,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,20.0,265851.0,90.0,14633233.0,563.25,40,0.87838,0.12162,265851.0,13292.55,0.5511,0.0,0.4489
NonResidential,Large Office,DOWNTOWN,1.0,25.0,758043.0,95.0,27018020.0,229.25,0,0.69834,0.30166,758043.0,30321.72,0.96719,0.03281,0.0
NonResidential,Large Office,DOWNTOWN,1.0,12.0,206000.0,91.0,8580279.0,222.19,40,1.0,0.0,206000.0,17166.667,0.73049,0.0,0.26951
NonResidential,Large Office,DOWNTOWN,1.0,36.0,824887.0,97.0,39523852.0,275.54,0,0.81213,0.18787,824887.0,22913.528,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,16.0,480840.0,94.0,17867002.0,130.73,20,0.70552,0.29448,480840.0,30052.5,0.99252,0.00748,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,89550.0,85.0,3903259.75,51.67,110,1.0,0.0,89550.0,12792.857,0.91074,0.0,0.08926
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,89355.0,66.0,4178233.5,31.97,110,1.0,0.0,89355.0,14892.5,0.98525,0.01475,0.0
NonResidential,Large Office,DOWNTOWN,1.0,15.0,388934.0,89.0,18576900.0,213.23,85,1.0,0.0,388934.0,25928.933,0.93582,0.0,0.06418
NonResidential,Large Office,DOWNTOWN,1.0,22.0,384302.0,98.0,10062436.0,70.15,80,1.0,0.0,384302.0,17468.273,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,17.0,378525.0,69.0,24906132.0,940.47,50,0.7765,0.2235,378525.0,22266.176,0.56151,0.0,0.43849
NonResidential,Large Office,DOWNTOWN,1.0,47.0,1323055.0,94.0,44683660.0,318.97,25,1.0,0.0,1323055.0,28150.106,0.99638,0.00362,0.0
NonResidential,Large Office,DOWNTOWN,1.0,41.0,589921.0,84.0,24603420.0,171.52,25,0.78059,0.21941,589921.0,14388.317,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,91091.0,,1835804.875,46.56,60,0.98472,0.01528,91091.0,15181.833,0.73811,0.0,0.26189
NonResidential,Large Office,DOWNTOWN,1.0,8.0,157941.0,81.0,3743228.5,26.1,40,0.60116,0.39884,157941.0,19742.625,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,29.0,635303.0,95.0,18221224.0,139.72,20,0.68955,0.31045,635303.0,21907.0,0.99008,0.0,0.00992
NonResidential,Large Office,DOWNTOWN,1.0,34.0,776762.0,81.0,32552428.0,231.32,30,0.79066,0.20934,776762.0,22845.941,0.99708,0.00292,0.0
NonResidential,Large Office,DOWNTOWN,1.0,14.0,186768.0,95.0,9641043.0,218.53,35,0.8727,0.1273,186768.0,13340.571,0.77648,0.0,0.22352
NonResidential,Large Office,DOWNTOWN,1.0,49.0,1123435.0,89.0,45163308.0,627.87,40,0.67156,0.32844,1123435.0,22927.245,0.84978,0.15022,0.0
NonResidential,Large Office,DOWNTOWN,1.0,37.0,1052469.0,93.0,41213584.0,287.32,5,0.84378,0.15622,1052469.0,28445.108,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,42.0,617684.0,28.0,69519808.0,546.65,35,0.72235,0.27765,617684.0,14706.762,0.9873,0.0,0.0127
NonResidential,Large Office,DOWNTOWN,1.0,8.0,201480.0,91.0,8921778.0,175.95,100,1.0,0.0,201480.0,25185.0,0.81843,0.0,0.18157
Nonresidential COS,Large Office,DOWNTOWN,1.0,63.0,1354987.0,89.0,61576184.0,429.27,20,0.88221,0.11779,1354987.0,21507.73,1.0,0.0,0.0
Nonresidential COS,Large Office,DOWNTOWN,1.0,14.0,310490.0,,21169502.0,380.37,10,1.0,0.0,310490.0,22177.857,0.76166,0.23834,0.0
Nonresidential COS,Large Office,DOWNTOWN,1.0,8.0,199530.0,69.0,13214416.0,298.61,5,0.84634,0.15366,199530.0,24941.25,0.66132,0.33868,0.0
NonResidential,Large Office,DOWNTOWN,1.0,13.0,372242.0,98.0,13843866.0,216.24,5,0.85842,0.14158,372242.0,28634.0,0.81256,0.18744,0.0
NonResidential,Large Office,DOWNTOWN,1.0,7.0,114395.0,99.0,2746560.75,70.17,100,0.92748,0.07252,114395.0,16342.143,0.59736,0.40264,0.0
NonResidential,Retail Store,NORTHEAST,1.0,2.0,89200.0,83.0,6461937.0,89.47,30,1.0,0.0,89200.0,44600.0,0.851,0.149,0.0
NonResidential,Large Office,NORTHEAST,1.0,23.0,474546.0,77.0,28450436.0,198.34,40,1.0,0.0,474546.0,20632.435,1.0,0.0,0.0
NonResidential,Other,NORTHEAST,1.0,5.0,36000.0,96.0,30038490.0,209.41,40,1.0,0.0,36000.0,7200.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,NORTHEAST,0.0,5.0,99005.0,70.0,4728488.5,119.03,50,1.0,0.0,46261.5,19801.0,0.60552,0.39448,0.0
NonResidential,Large Office,NORTHEAST,1.0,6.0,135051.0,88.0,4426136.0,30.86,5,0.67236,0.32764,135051.0,22508.5,1.0,0.0,0.0
NonResidential,Large Office,NORTHEAST,1.0,5.0,220649.0,93.0,7046345.5,49.12,5,0.62511,0.37489,220649.0,44129.8,1.0,0.0,0.0
NonResidential,Self-Storage Facility,DOWNTOWN,1.0,5.0,93660.0,,873221.875,6.09,45,1.0,0.0,93660.0,18732.0,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,18.0,413715.0,79.0,24224888.0,168.88,30,0.84371,0.15629,413715.0,22984.167,1.0,0.0,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,11.0,381381.0,94.0,9765777.0,72.42,10,0.48707,0.51293,381381.0,34671.0,0.99038,0.00962,0.0
NonResidential,Large Office,DOWNTOWN,1.0,20.0,497513.0,65.0,26823218.0,197.19,20,0.76132,0.23868,497513.0,24875.65,0.99176,0.00824,0.0
NonResidential,Large Office,DOWNTOWN,1.0,24.0,543876.0,79.0,25307744.0,176.43,30,0.78539,0.21461,543876.0,22661.5,1.0,0.0,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,4.0,109347.0,,8218155.5,91.13,30,0.64608,0.35392,109347.0,27336.75,0.91075,0.08925,0.0
NonResidential,Large Office,DOWNTOWN,1.0,6.0,396626.0,64.0,20361158.0,141.95,25,0.68682,0.31318,396626.0,66104.333,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,6.0,287471.0,74.0,14913424.0,103.97,5,0.70922,0.29078,287471.0,47911.833,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,3.0,192630.0,94.0,5357833.0,46.03,60,0.74816,0.25184,192630.0,64210.0,0.96488,0.03512,0.0
NonResidential,Large Office,DOWNTOWN,1.0,8.0,253103.0,3.0,29949248.0,208.79,25,0.7551,0.2449,253103.0,31637.875,1.0,0.0,0.0
NonResidential,Supermarket / Grocery Store,NORTHWEST,1.0,1.0,60880.0,54.0,14293972.0,384.27,55,1.0,0.0,60880.0,60880.0,0.56844,0.43156,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,50176.0,77.0,2933288.75,24.91,110,1.0,0.0,50176.0,10035.2,0.96706,0.03294,0.0
NonResidential,Large Office,DOWNTOWN,1.0,42.0,304346.0,72.0,23262244.0,741.3,95,1.0,0.0,304346.0,7246.333,0.48318,0.47322,0.04361
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,128800.0,97.0,1809101.5,78.92,30,1.0,0.0,128800.0,128800.0,0.20554,0.79446,0.0
NonResidential,Large Office,DOWNTOWN,1.0,8.0,321945.0,76.0,13656587.0,355.05,80,1.0,0.0,321945.0,40243.125,0.72902,0.0,0.27098
NonResidential,Large Office,DOWNTOWN,1.0,22.0,336330.0,77.0,18967014.0,530.66,45,1.0,0.0,336330.0,15287.727,0.69248,0.02437,0.28316
NonResidential,Large Office,DOWNTOWN,1.0,21.0,298426.0,79.0,27076922.0,1084.79,50,1.0,0.0,298426.0,14210.762,0.52871,0.0,0.47129
NonResidential,Large Office,DOWNTOWN,1.0,42.0,635824.0,69.0,48479988.0,337.97,35,1.0,0.0,635824.0,15138.667,1.0,0.0,0.0
NonResidential,Hotel,DOWNTOWN,1.0,12.0,542305.0,45.0,56485204.0,2573.75,85,1.0,0.0,542305.0,45192.083,0.42627,0.07025,0.50347
NonResidential,Retail Store,SOUTHEAST,1.0,2.0,291940.0,80.0,11688601.0,162.45,30,1.0,0.0,291940.0,145970.0,0.84988,0.15012,0.0
NonResidential,Mixed Use Property,GREATER DUWAMISH,0.0,1.0,88400.0,42.0,4383100.5,116.03,40,1.0,0.0,46261.5,88400.0,0.57737,0.42263,0.0
NonResidential,Warehouse,NORTHWEST,1.0,1.0,52311.0,96.0,930611.875,48.65,50,1.0,0.0,52311.0,52311.0,0.01802,0.98199,0.0
NonResidential,Other,LAKE UNION,1.0,5.0,141131.0,,3085814.0,21.51,0,0.50606,0.49394,141131.0,28226.2,1.0,0.0,0.0
NonResidential,Large Office,LAKE UNION,1.0,5.0,176532.0,60.0,5803409.0,40.46,10,0.60309,0.39691,176532.0,35306.4,1.0,0.0,0.0
NonResidential,Warehouse,BALLARD,1.0,1.0,52500.0,2.0,3989399.0,70.47,35,1.0,0.0,52500.0,52500.0,0.76823,0.23177,0.0
NonResidential,Warehouse,BALLARD,1.0,2.0,57300.0,55.0,4560492.0,156.67,50,1.0,0.0,57300.0,28650.0,0.40652,0.59348,0.0
NonResidential,Large Office,DOWNTOWN,1.0,6.0,350310.0,90.0,18102026.0,224.36,95,1.0,0.0,350310.0,58385.0,0.88246,0.11754,0.0
NonResidential,Large Office,DOWNTOWN,1.0,55.0,1400000.0,92.0,53079164.0,588.9,20,0.79643,0.20357,1400000.0,25454.545,0.93206,0.02688,0.04106
NonResidential,Hotel,DOWNTOWN,1.0,21.0,305548.0,58.0,33729336.0,1510.85,80,1.0,0.0,305548.0,14549.905,0.43221,0.08499,0.4828
NonResidential,Large Office,DOWNTOWN,1.0,46.0,1536606.0,89.0,56606136.0,530.18,20,0.6664,0.3336,1536606.0,33404.478,0.9481,0.0519,0.0
NonResidential,Large Office,DOWNTOWN,1.0,10.0,135918.0,91.0,6423556.5,193.72,50,1.0,0.0,135918.0,13591.8,0.66978,0.0,0.33022
NonResidential,Retail Store,DOWNTOWN,1.0,4.0,79957.0,25.0,5252131.0,36.61,95,1.0,0.0,79957.0,19989.25,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,29.0,500000.0,93.0,18848780.0,131.4,25,1.0,0.0,500000.0,17241.379,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,0.0,10.0,132326.0,72.0,6029020.0,65.2,85,1.0,0.0,46261.5,13232.6,0.94513,0.00042,0.05444
NonResidential,Large Office,DOWNTOWN,1.0,6.0,109830.0,45.0,7335905.5,51.14,25,0.87981,0.12019,109830.0,18305.0,1.0,0.0,0.0
NonResidential,Hotel,DOWNTOWN,0.0,19.0,332067.0,6.0,37785552.0,1468.5,35,0.82148,0.17852,46261.5,17477.211,0.52402,0.06349,0.41249
NonResidential,Large Office,DOWNTOWN,1.0,10.0,130513.0,49.0,11651200.0,318.08,100,1.0,0.0,130513.0,13051.3,0.58766,0.35818,0.05416
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,8.0,60660.0,,2586116.0,18.03,90,1.0,0.0,60660.0,7582.5,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,14.0,137350.0,89.0,6366084.5,202.99,80,1.0,0.0,137350.0,9810.714,0.64517,0.0,0.35483
NonResidential,Large Office,DOWNTOWN,1.0,15.0,151039.0,84.0,5446624.0,238.09,80,1.0,0.0,151039.0,10069.267,0.47673,0.0,0.52327
NonResidential,Large Office,DOWNTOWN,1.0,30.0,755000.0,72.0,52226204.0,793.05,25,0.82164,0.17836,755000.0,25166.667,0.82717,0.16288,0.00995
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,63540.0,72.0,3518459.5,74.83,105,1.0,0.0,63540.0,15885.0,0.69016,0.30984,0.0
NonResidential,Large Office,DOWNTOWN,1.0,10.0,130893.0,80.0,6962073.0,48.54,80,1.0,0.0,130893.0,13089.3,1.0,0.0,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,5.0,79920.0,,3009463.75,20.98,100,1.0,0.0,79920.0,15984.0,1.0,0.0,0.0
Campus,Mixed Use Property,DOWNTOWN,1.0,4.0,137400.0,,14940504.0,316.2,100,1.0,0.0,137400.0,34350.0,0.69239,0.30761,0.0
NonResidential,Other,DOWNTOWN,1.0,6.0,147852.0,,9671619.0,185.03,15,0.41544,0.58456,147852.0,24642.0,0.73645,0.26355,0.0
NonResidential,Other,DOWNTOWN,0.0,4.0,267335.0,,7273155.5,147.75,15,0.37547,0.62453,46261.5,66833.75,0.71082,0.28918,0.0
NonResidential,Large Office,DOWNTOWN,1.0,56.0,1605578.0,97.0,49517704.0,525.78,20,0.75718,0.24282,1605578.0,28671.036,0.93061,0.0509,0.01849
NonResidential,Large Office,DOWNTOWN,1.0,36.0,794592.0,96.0,26689658.0,216.43,30,1.0,0.0,794592.0,22072.0,0.97534,0.02466,0.0
NonResidential,Large Office,DOWNTOWN,1.0,21.0,456304.0,74.0,19397324.0,135.23,40,0.79574,0.20426,456304.0,21728.762,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,12.0,115857.0,89.0,4757299.5,33.17,25,0.86932,0.13068,115857.0,9654.75,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,87500.0,72.0,4549892.0,31.72,10,0.8,0.2,87500.0,21875.0,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,11.0,374405.0,72.0,13329024.0,92.92,10,0.50648,0.49352,374405.0,34036.818,1.0,0.0,0.0
NonResidential,Other,DOWNTOWN,1.0,12.0,193500.0,,14436982.0,100.65,25,0.80362,0.19638,193500.0,16125.0,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,11.0,102846.0,96.0,5327249.5,281.55,85,1.0,0.0,102846.0,9349.636,0.34659,0.0,0.65341
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,52800.0,83.0,2429021.0,44.48,85,1.0,0.0,52800.0,13200.0,0.75419,0.24581,0.0
Campus,Mixed Use Property,DOWNTOWN,3.0,10.0,258497.0,,20779796.0,418.9,95,1.0,0.0,86165.667,25849.7,0.81218,0.0,0.18782
NonResidential,Retail Store,DOWNTOWN,1.0,8.0,861702.0,,17666646.0,328.83,80,1.0,0.0,861702.0,107712.75,0.83417,0.0001,0.16573
NonResidential,Other,EAST,1.0,5.0,206950.0,,19295226.0,249.09,10,0.52935,0.47065,206950.0,41390.0,0.91543,0.0,0.08457
NonResidential,Other,EAST,1.0,9.0,46710.0,,4169431.5,130.69,20,1.0,0.0,46710.0,5190.0,0.65287,0.0,0.34713
NonResidential,Medical Office,EAST,1.0,3.0,266000.0,65.0,13911761.0,201.15,65,0.60902,0.39098,266000.0,88666.667,0.8556,0.11013,0.03427
NonResidential,Medical Office,EAST,1.0,14.0,690158.0,58.0,21156670.0,147.49,15,0.40913,0.59087,690158.0,49297.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,6.0,378443.0,100.0,55073120.0,456.22,10,0.53055,0.46945,378443.0,63073.833,0.97155,0.02845,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,6.0,213834.0,100.0,75073888.0,530.59,10,0.50933,0.49067,213834.0,35639.0,0.99791,0.00208,0.0
NonResidential,Hotel,LAKE UNION,1.0,5.0,109017.0,34.0,9474745.0,243.66,30,0.73023,0.26977,109017.0,21803.4,0.59373,0.40627,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,275734.0,77.0,16373232.0,114.14,30,0.86055,0.13945,275734.0,55146.8,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,123061.0,59.0,1987934.625,13.86,10,1.0,0.0,123061.0,123061.0,1.0,0.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,59090.0,45.0,2756214.75,117.11,45,1.0,0.0,59090.0,59090.0,0.23017,0.76983,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,106000.0,93.0,763364.5,5.32,45,1.0,0.0,106000.0,106000.0,1.0,0.0,0.0
NonResidential,Large Office,LAKE UNION,1.0,3.0,158600.0,19.0,18309150.0,236.9,45,0.75788,0.24212,158600.0,52866.667,0.87066,0.12934,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,119661.0,97.0,775729.1875,5.44,50,1.0,0.0,119661.0,119661.0,0.99901,0.00098,0.0
NonResidential,Large Office,LAKE UNION,1.0,7.0,139200.0,81.0,4342597.0,30.27,10,0.67868,0.32132,139200.0,19885.714,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,6.0,95721.0,95.0,3063504.5,21.36,25,0.64563,0.35437,95721.0,15953.5,1.0,0.0,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2.0,5.0,213283.0,83.0,5661689.5,39.47,15,0.45974,0.54026,106641.5,42656.6,1.0,0.0,0.0
NonResidential,Large Office,LAKE UNION,1.0,3.0,103697.0,7.0,11319836.0,374.92,10,0.54043,0.45957,103697.0,34565.667,0.43324,0.56676,0.0
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,5.0,74880.0,56.0,5134607.5,35.8,35,1.0,0.0,74880.0,14976.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,6.0,88774.0,53.0,6029121.5,42.03,30,1.0,0.0,88774.0,14795.667,1.0,0.0,0.0
NonResidential,Large Office,NORTH,1.0,5.0,122250.0,93.0,5535626.0,38.59,25,1.0,0.0,122250.0,24450.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,4.0,53730.0,20.0,4742869.0,33.06,30,1.0,0.0,53730.0,13432.5,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1.0,3.0,55593.0,55.0,4224872.5,93.23,50,1.0,0.0,55593.0,18531.0,0.67281,0.32719,0.0
NonResidential,Large Office,LAKE UNION,1.0,4.0,134056.0,54.0,4695139.0,32.73,25,0.54526,0.45474,134056.0,33514.0,1.0,0.0,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,158415.0,25.0,22394416.0,454.49,5,1.0,0.0,158415.0,158415.0,0.71123,0.28877,0.0
NonResidential,Large Office,LAKE UNION,1.0,8.0,287819.0,,48406556.0,349.07,80,1.0,0.0,287819.0,35977.375,0.9948,0.0052,0.0
NonResidential,Other,EAST,1.0,8.0,158738.0,,61762380.0,1268.87,35,1.0,0.0,158738.0,19842.25,0.75335,0.15498,0.09149
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,86995.0,81.0,2991674.75,20.86,25,0.66895,0.33105,86995.0,21748.75,1.0,0.0,0.0
NonResidential,Retail Store,BALLARD,1.0,1.0,164437.0,62.0,18390344.0,326.18,10,1.0,0.0,164437.0,164437.0,0.76668,0.23332,0.0
NonResidential,Large Office,LAKE UNION,1.0,5.0,184482.0,95.0,5671256.0,40.47,0,0.64097,0.35903,184482.0,36896.4,0.99644,0.00356,0.0
NonResidential,Laboratory,LAKE UNION,1.0,3.0,55200.0,,11594121.0,269.71,80,1.0,0.0,55200.0,18400.0,0.64691,0.35309,0.0
NonResidential,Laboratory,LAKE UNION,1.0,4.0,241159.0,,33713876.0,849.83,5,0.53643,0.46357,241159.0,60289.75,0.60476,0.39524,0.0
NonResidential,Large Office,LAKE UNION,1.0,6.0,139282.0,96.0,3238216.0,22.57,5,0.62248,0.37752,139282.0,23213.667,1.0,0.0,0.0
NonResidential,Large Office,LAKE UNION,1.0,5.0,271071.0,96.0,7851334.5,61.93,0,0.63589,0.36411,271071.0,54214.2,0.98012,0.01988,0.0
NonResidential,Warehouse,LAKE UNION,1.0,5.0,127800.0,56.0,2767491.0,29.53,95,1.0,0.0,127800.0,25560.0,0.91982,0.08018,0.0
NonResidential,Large Office,LAKE UNION,1.0,5.0,560516.0,71.0,30083496.0,632.4,5,0.63142,0.36858,560516.0,112103.2,0.69548,0.30452,0.0
NonResidential,Large Office,LAKE UNION,1.0,6.0,226592.0,49.0,11963428.0,94.64,10,0.58074,0.41926,226592.0,37765.333,0.97964,0.02036,0.0
Campus,Other,LAKE UNION,1.0,5.0,535947.0,,131373880.0,3995.45,10,1.0,0.0,535947.0,107189.4,0.49194,0.50806,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,5.0,159700.0,,31371618.0,726.96,5,0.68282,0.31718,159700.0,31940.0,0.64886,0.35114,0.0
NonResidential,Large Office,LAKE UNION,1.0,4.0,209816.0,97.0,6917478.5,122.68,5,0.64887,0.35113,209816.0,52454.0,0.76673,0.23327,0.0
NonResidential,Large Office,LAKE UNION,1.0,6.0,303103.0,97.0,7519466.5,69.59,5,0.6374,0.3626,303103.0,50517.167,0.95053,0.04947,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,3.0,67380.0,66.0,2755829.0,74.1,55,1.0,0.0,67380.0,22460.0,0.56833,0.43167,0.0
NonResidential,Laboratory,LAKE UNION,1.0,4.0,102235.0,,24395228.0,587.16,45,1.0,0.0,102235.0,25558.75,0.62944,0.37056,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,5.0,436497.0,,45252356.0,1019.53,0,0.64792,0.35208,436497.0,87299.4,0.66279,0.33721,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,88062.0,80.0,3415561.25,23.81,35,0.76351,0.23649,88062.0,17612.4,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,87178.0,69.0,3632613.75,25.32,35,0.76581,0.23419,87178.0,17435.6,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,87178.0,86.0,3493093.75,24.35,40,0.76581,0.23419,87178.0,17435.6,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,88000.0,75.0,3484915.5,24.29,40,0.75455,0.24545,88000.0,17600.0,1.0,0.0,0.0
NonResidential,Medical Office,NORTHEAST,1.0,4.0,196749.0,5.0,19165116.0,477.87,20,0.55067,0.44933,196749.0,49187.25,0.61067,0.38933,0.0
NonResidential,Medical Office,NORTHEAST,1.0,4.0,191276.0,21.0,8422861.0,77.99,15,0.50187,0.49813,191276.0,47819.0,0.95042,0.04958,0.0
NonResidential,Self-Storage Facility,BALLARD,2.0,2.0,111445.0,,5697472.5,163.83,65,1.0,0.0,55722.5,55722.5,0.52787,0.47213,0.0
NonResidential,Warehouse,SOUTHWEST,1.0,4.0,98475.0,83.0,1090496.625,22.44,10,1.0,0.0,98475.0,24618.75,0.70518,0.29482,0.0
NonResidential,Hospital,LAKE UNION,1.0,7.0,351530.0,23.0,42709624.0,1032.63,10,0.572,0.428,351530.0,50218.571,0.62707,0.37293,0.0
NonResidential,Supermarket / Grocery Store,NORTH,1.0,2.0,308965.0,78.0,14512786.0,277.98,15,0.39191,0.60809,308965.0,154482.5,0.73596,0.26404,0.0
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1.0,1.0,63225.0,100.0,6522551.5,45.47,0,1.0,0.0,63225.0,63225.0,1.0,0.0,0.0
Nonresidential COS,Other,DELRIDGE,0.0,1.0,113780.0,,3574542.25,121.98,55,1.0,0.0,46261.5,113780.0,0.41149,0.58851,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,243044.0,100.0,1396082.25,41.8,10,1.0,0.0,243044.0,243044.0,0.5021,0.4979,0.0
NonResidential,Other,LAKE UNION,1.0,3.0,280252.0,,11521702.0,80.32,10,0.44224,0.55776,280252.0,93417.333,1.0,0.0,0.0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,66462.0,,6876439.5,47.94,55,0.80443,0.19557,66462.0,22154.0,1.0,0.0,0.0
NonResidential,Retail Store,NORTHWEST,1.0,1.0,131387.0,72.0,8773058.0,110.46,10,1.0,0.0,131387.0,131387.0,0.8782,0.1218,0.0
NonResidential,Warehouse,NORTHWEST,1.0,3.0,94400.0,38.0,784364.5,10.24,10,1.0,0.0,94400.0,31466.667,0.86805,0.13195,0.0
NonResidential,Other,NORTHWEST,6.0,1.0,111900.0,,9814820.0,226.43,45,1.0,0.0,18650.0,111900.0,0.65107,0.34893,0.0
NonResidential,Supermarket / Grocery Store,NORTHWEST,0.0,1.0,144776.0,56.0,13424079.0,237.39,25,1.0,0.0,46261.5,144776.0,0.76782,0.23218,0.0
NonResidential,Retail Store,NORTHWEST,1.0,1.0,114000.0,79.0,17225444.0,553.27,40,1.0,0.0,114000.0,114000.0,0.45494,0.54506,0.0
NonResidential,Supermarket / Grocery Store,NORTHWEST,1.0,1.0,50083.0,78.0,8663691.0,158.92,10,1.0,0.0,50083.0,50083.0,0.75353,0.24647,0.0
NonResidential,Large Office,LAKE UNION,1.0,3.0,124071.0,73.0,4991360.5,34.9,20,0.76912,0.23088,124071.0,41357.0,0.99957,0.00043,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,90000.0,84.0,3897738.0,27.17,10,0.59413,0.40587,90000.0,22500.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,96041.0,70.0,5413418.0,37.74,10,0.64901,0.35099,96041.0,32013.667,1.0,0.0,0.0
NonResidential,Large Office,LAKE UNION,1.0,3.0,280957.0,96.0,11325513.0,94.47,10,0.59129,0.40871,280957.0,93652.333,0.97007,0.02972,0.0
NonResidential,Large Office,LAKE UNION,1.0,4.0,243334.0,89.0,8651835.0,85.01,10,0.57658,0.42342,243334.0,60833.5,0.93814,0.06186,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,6.0,154660.0,,52960796.0,1623.34,20,1.0,0.0,154660.0,25776.667,0.65967,0.00898,0.33135
NonResidential,Large Office,GREATER DUWAMISH,1.0,5.0,390295.0,95.0,7683885.0,53.57,25,0.68902,0.31098,390295.0,78059.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,90000.0,87.0,1429146.375,17.17,40,1.0,0.0,90000.0,45000.0,0.89069,0.10931,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,50200.0,,1047461.0,32.22,45,1.0,0.0,50200.0,50200.0,0.48447,0.51553,0.0
